Provider ID,Provider Case,Provider Name,License ID,Current License Start Date,Current License End Date,License Type,Provider Program Type,Address 1,Address 2,Provider Town,Zip Code,Phone Number,Email Address,County,AHS District,Total Licensed Capacity,Infant Licensed Capacity,Toddler Licensed Capacity,Preschool Licensed Capacity,School Age Licensed Capacity,Special Services Status,Provider Referral Status,Current STARS Level,Reported Food Program Participation,Accreditation,Accreditation Start Date,Accreditation End Date,Reported Desired Infant Capacity,Reported Desired Toddler Capacity,Reported Desired Preschool Capacity,Reported Desired School Age Capacity,Reported Infant Vacancies,Reported Toddler Vacancies,Reported Preschool Vacancies,Reported School Age Vacancies,Date Capacity and Vacancies Reported,Special Schedule,Usual Program Start,Usual Program End,Location 1,Prequalified Prekindgarten Program,Prequalified Prekindgarten Start Date,Prequalified Prekindgarten End Date
4289,3097,"Adams, Alisha",R04-027,01/25/2015,02/06/2016,Registered Home,Registered,2 Pike Drive,0,St. Albans Town,05488,(802) 524-5449,alisharadams@yahoo.com,Franklin,ADO,0,0,0,0,0,Yes,Active,5 Star,0,,,,0,0,0,10,0,0,0,1,12/29/2015,,8:00 PM,5:00 PM,"2 Pike Drive
St. Albans Town, Vermont 05488
(44.850669, -73.102819)",,,
211650,141324,Green Mountain Munchkins Children's Center,60136,04/05/2015,04/02/2016,Licensed Provider,Licensed - Early Childhood,27 River Road,Suite 1,Essex,05452,(802) 876-7114,greenmountainmunchkins@gmail.com,Chittenden,BDO,51,16,10,20,5,Yes,Active,,0,,,,8,10,15,13,8,0,5,0,10/12/2015,,5:30 AM,6:00 PM,"27 River Road
Essex, Vermont 05452
(44.483528, -73.087156)",,,
74538,35859,Stay & Play Daycare Center,25340,04/19/2015,04/16/2016,Licensed Provider,Licensed - Early Childhood,214 Charles Street,0,Lyndon,05851,(802) 626-8363,channeka@yahoo.com,Caledonia,JDO,45,8,5,15,17,Yes,Active,4 Star,0,,,,8,5,10,0,8,0,0,0,12/24/2015,,7:00 AM,5:30 PM,"214 Charles Street
Lyndon, Vermont 05851
(44.53013, -72.000515)",,,
4762,3475,Rutland County Parent Child Center @      Brandon,1889,06/14/2015,06/12/2016,Licensed Provider,Licensed - Early Childhood,34 Faivre Circle,0,Brandon,05733,(802) 247-8251,madeline.denis@rcpcc.org,Rutland,RDO,59,8,10,30,11,Yes,Active,4 Star,0,,,,8,8,20,15,8,4,6,0,10/05/2015,,7:00 AM,5:30 PM,"34 Faivre Circle
Brandon, Vermont 05733
(43.81115, -73.109477)",Prequalified PreK Program - Privately Operated,05/19/2015 12:00:00 AM,05/19/2018 12:00:00 AM
3734,2661,"Wozniak, Suzanne",V01-314,03/08/2015,03/05/2016,Registered Home,Registered,622 South Valley Road,0,Putney,05346,(802) 387-8711,suzannewoz@comcast.net,Windham,LDO,0,0,0,0,0,Yes,Active,5 Star,1,,,,0,3,3,2,0,1,1,0,12/08/2015,,8:30 AM,3:30 AM,"622 South Valley Road
Putney, Vermont 05346
(43.041897, -72.520306)",Prequalified PreK Program - Privately Operated,08/30/2015 12:00:00 AM,08/30/2018 12:00:00 AM
31098,14441,"Smith, Elizabeth",13260,07/12/2015,07/09/2016,Registered Home,Registered,6 Ager Road,0,Chittenden,05737,(802) 483-2298,vtbsmith@comcast.net,Rutland,RDO,0,0,0,0,0,No,Active,,0,,,,2,2,2,4,2,0,0,0,10/15/2015,,7:00 AM,5:00 PM,"6 Ager Road
Chittenden, Vermont 05737
(43.711826, -72.96243)",,,
75873,39392,"Bombard, Jennifer",23800,12/13/2015,12/10/2016,Registered Home,Registered,2259 River Road,0,Duxbury,05676,(802) 244-7139,jabombard@yahoo.com ,Washington ,MDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,2,2,4,2,0,1,0,11/20/2015,,7:00 AM,5:30 PM,"2259 River Road
Duxbury, Vermont 05676
(44.349214, -72.777362)",,,
144203,92890,Visual Eyes Creativity Center,41631,05/16/2015,05/14/2016,Licensed Provider,Licensed - Early Childhood,35 Five Corners Road,0,Thetford,05075,(802) 785-3027,melfrench@valley.net,Orange,HDO,12,0,2,7,3,Yes,Active,3 Star,0,,,,0,2,6,4,0,0,0,0,11/01/2015,,6:30 AM,6:30 PM,"35 Five Corners Road
Thetford, Vermont 05075
(43.844398, -72.249124)",,,
4218,3040,"Babble On Day Care, Incorporated",1767,01/10/2016,01/07/2017,Licensed Provider,Licensed - Early Childhood,544 Sykes Mountain Avenue,0,Hartford,05001,(802) 295-4839,ngiaraffe@aol.com,Windsor,HDO,28,8,5,15,0,Yes,Active,4 Star,1,,,,8,5,18,0,8,0,4,0,12/01/2015,,7:30 AM,5:30 PM,"544 Sykes Mountain Avenue
Hartford, Vermont 05001
(43.643691, -72.325797)",Prequalified PreK Program - Privately Operated,08/30/2015 12:00:00 AM,08/30/2018 12:00:00 AM
222254,150606,"Derringer, Beth",61995,08/23/2015,09/03/2016,Registered Home,Registered,5 Devino Lane,0,Bristol,05443,(802) 453-8503,bethderringer@yahoo.com,Addison,YDO,0,0,0,0,0,No,Active,1 Star,0,,,,2,0,4,4,2,0,1,3,08/17/2015,,6:30 AM,5:30 PM,"5 Devino Lane
Bristol, Vermont 05443
(44.143062, -73.079822)",,,
2830,1999,Milton Early Childhood Program,1071,11/15/2015,11/12/2016,Licensed Provider,Licensed - Early Childhood,42 Herrick Avenue,0,Milton,05468,(802) 893-3215,cphillips@mtsd-vt.org,Chittenden,BDO,59,0,0,59,0,Yes,Active,5 Star,0,NAEYC,03/01/2011,03/01/2016,0,0,59,0,0,0,20,0,07/07/2015,,8:30 AM,3:30 PM,"42 Herrick Avenue
Milton, Vermont 05468
(44.632518, -73.110792)",Prequalified PreK Program - Public School,11/10/2015 12:00:00 AM,11/10/2018 12:00:00 AM
19496,23482,"Bassick, Linda",17241,06/14/2015,06/11/2016,Registered Home,Registered,838 North Avenue,0,Burlington,05401,(802) 864-7233,lbassick@burlingtontelecom.net,Chittenden,BDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,1,1,2,2,0,0,0,08/14/2015,,8:30 AM,5:30 PM,"838 North Avenue
Burlington, Vermont 05401
(44.501912, -73.238046)",,,
3782,2697,"Kashkin-Grollier, Martha",A90-62,07/12/2015,08/06/2016,Registered Home,Registered,310 Route 22A,0,Orwell,05760,(802) 948-2561,muffyvjkg@yahoo.com,Addison,YDO,0,0,0,0,0,Yes,Active,5 Star,0,,,,2,0,4,4,2,0,0,0,10/27/2015,,7:30 AM,5:00 PM,"310 Route 22A
Orwell, Vermont 05760
(43.801589, -73.305373)",,,
6557,167002,"Whitney, Barbara",65394,05/31/2015,05/25/2016,Registered Home,Registered,1306 South Richford Road,0,Richford,05476,(802) 848-3559,bjwhitney80@hotmail.com,Franklin,ADO,0,0,0,0,0,No,Active,,0,,,,2,2,2,4,2,1,1,4,12/30/2015,,8:00 AM,3:00 PM,"1306 South Richford Road
Richford, Vermont 05476
(44.976771, -72.65425)",,,
35285,173332,"Perretta, Amanda",67718,10/04/2015,10/15/2016,Registered Home,Registered,467 Harrel Street,0,Morrisville,05661,(802) 521-7143,brandonperretta@yahoo.com,Lamoille,VDO,0,0,0,0,0,No,Active,,0,,,,2,2,2,4,2,2,1,4,12/01/2015,,6:00 AM,5:00 PM,"467 Harrel Street
Morrisville, Vermont 05661
(44.567921, -72.588508)",,,
67023,31674,The Learning Home Family Child Care,20578,01/22/2015,02/21/2016,Licensed Provider,Licensed - Family Child Care,257 Smalley Road,0,Brandon,05733,(802) 247-9254,thelearninghomechildcare@yahoo.com,Rutland,RDO,12,2,2,4,4,Yes,Active,2 Star,0,,,,2,4,4,2,2,0,0,0,10/05/2015,,6:00 AM,5:00 PM,"257 Smalley Road
Brandon, Vermont 05733
(43.804423, -73.065074)",,,
189264,166117,"Norton, Ashley",68934,12/13/2015,12/10/2016,Registered Home,Registered,179 Sand Hill Rd.,0,Essex,05452,(802) 503-3468,ashley.cara28@gmail.com,Chittenden,BDO,0,0,0,0,0,No,Active,,0,,,,2,2,2,4,2,2,2,2,12/22/2015,,7:00 AM,5:00 PM,"179 Sand Hill Rd.
Essex, Vermont 05452
(44.503238, -73.051018)",,,
3033,2152,"Morin, Teresa",V97-98,05/17/2015,05/14/2016,Registered Home,Registered,66 Clifford Thompson Road,0,Eden,05652,(802) 635-7671,donotreply@vermont.gov,Lamoille,VDO,0,0,0,0,0,Yes,Active,1 Star,0,,,,2,2,2,4,2,1,0,0,12/10/2015,,6:00 AM,5:30 PM,"66 Clifford Thompson Road
Eden, Vermont 05652
(44.699703, -72.578187)",,,
26736,12793,"Goodell, Amy",13163,07/12/2015,07/09/2016,Registered Home,Registered,20 Dana Thurston Road,0,Topsham,05086,(802) 439-6724,amy.jean.goodell@gmail.com,Orange,JDO,0,0,0,0,0,No,Active,,0,,,,2,2,2,4,2,0,0,0,12/16/2015,,7:30 AM,5:00 PM,"20 Dana Thurston Road
Topsham, Vermont 05086
(44.138915, -72.314167)",,,
18692,116224,"Silk, Heather",51757,09/20/2015,10/15/2016,Registered Home,Registered,5 Beech Street,0,Barre City,05641,(802) 839-6287,tinkerbell@computerbarnltd.net,Washington ,MDO,0,0,0,0,0,Yes,Inactive,1 Star,0,,,,2,2,2,4,2,0,0,0,01/03/0001,,,,"5 Beech Street
Barre City, Vermont 05641
(44.208128, -72.507133)",,,
3390,2421,"Ballou, Wendy",M00-088,05/17/2015,05/14/2016,Registered Home,Registered,114 Adams Street,0,Bennington,05201,(802) 447-5716,catballou2@myfairpoint.net,Bennington,TDO,0,0,0,0,0,Yes,Active,4 Star,0,,,,2,2,2,4,2,0,0,0,12/22/2015,,6:45 AM,4:00 PM,"114 Adams Street
Bennington, Vermont 05201
(42.882925, -73.195973)",,,
2540,1802,Y School Age Program at Essex,114,12/13/2015,12/24/2016,Licensed Provider,Licensed - School Age,1 Bixby Hill Road,0,Essex,05401,(802) 652-8163,ggowen@gbymca.org,Chittenden,BDO,59,0,0,0,59,Yes,Active,4 Star,0,,,,0,0,0,35,0,0,0,8,07/01/2015,,2:00 PM,6:00 PM,"1 Bixby Hill Road
Essex, Vermont 05401
(44.512335, -73.057476)",,,
3053,2168,"Wareing, Pennie",R97-216,06/14/2015,06/25/2016,Registered Home,Registered,1434 Route 30 North,0,Castleton,05732,(802) 468-2993,pjer79@comcast.net,Rutland,RDO,0,0,0,0,0,No,Active,,0,,,,2,2,2,4,2,1,0,0,09/02/2015,,7:00 AM,5:00 PM,"1434 Route 30 North
Castleton, Vermont 05732
(43.698655, -73.185107)",,,
86947,43890,Waterville Elementary Preschool  at Belvidere,29181,08/23/2015,08/20/2016,Licensed Provider,Licensed - Early Childhood,4515 VT Route 109,Waterville Elementary School,Belvidere,05492,(802) 644-5836,gwhitten@wesvt.net,Lamoille,VDO,16,0,0,16,0,No,Inactive,5 Star,0,,,,0,0,16,0,0,0,0,0,09/24/2015,,7:30 AM,11:00 AM,"4515 VT Route 109
Belvidere, Vermont 05492
(44.747452, -72.702049)",Prequalified PreK Program - Public School,03/24/2015 12:00:00 AM,03/24/2018 12:00:00 AM
3361,2400,Hardwick Child & Family Development Program,1469,02/22/2015,02/20/2016,Licensed Provider,Licensed - Early Childhood,61 Church Street,0,Hardwick,05843,(802) 472-5496,lforcier@nekcavt.org,Caledonia,VDO,20,0,0,20,0,Yes,Inactive,5 Star,0,,,,0,0,20,0,0,0,0,0,01/08/2016,,8:00 AM,4:30 PM,"61 Church Street
Hardwick, Vermont 05843
(44.505271, -72.364084)",Prequalified PreK Program - Privately Operated,09/13/2015 12:00:00 AM,09/13/2018 12:00:00 AM
39634,18002,Saltire Child Care LLC,14484,11/28/2015,11/26/2016,Licensed Provider,Licensed - Early Childhood,8 Circle Street,0,Barre City,05641,(802) 476-9199,anaiasmum@gmail.com,Washington ,MDO,38,8,10,20,0,Yes,Active,2 Star,0,,,,8,8,20,10,8,0,3,0,12/30/2015,,7:00 AM,5:00 PM,"8 Circle Street
Barre City, Vermont 05641
(44.188024, -72.491044)",,,
2742,1940,Winooski Early Childhood Program,1004,11/29/2015,11/26/2016,Licensed Provider,Licensed - Early Childhood,70 Normand Street,0,Winooski,05404,(802) 655-0411,mlopez@wsdschools.org,Chittenden,BDO,15,0,0,15,0,Yes,Active,5 Star,0,,,,0,0,15,0,0,0,3,0,09/23/2014,,8:00 AM,3:00 PM,"70 Normand Street
Winooski, Vermont 05404
(44.500416, -73.181055)",Prequalified PreK Program - Public School,03/23/2015 12:00:00 AM,03/23/2018 12:00:00 AM
173562,112810,"Sunny Lane Daycare & Preschool, L.L.C.",50214,07/12/2015,07/23/2016,Licensed Provider,Licensed - Early Childhood,624 Grassy Brook Road,0,Brookline,05345,(802) 365-7552,sunnylanedaycare@yahoo.com,Windham,LDO,50,8,10,20,12,Yes,Active,4 Star,1,,,,8,10,20,13,8,3,8,0,12/08/2015,,6:30 AM,5:30 PM,"624 Grassy Brook Road
Brookline, Vermont 05345
(43.014448, -72.608041)",Prequalified PreK Program - Privately Operated,04/18/2015 12:00:00 AM,04/18/2018 12:00:00 AM
41020,35964,"Christenson, April",21913,08/09/2015,08/06/2016,Registered Home,Registered,36 Chrisemily Lane,0,Milton,05468,(802) 999-5305,aprilchristenson@yahoo.com,Chittenden,BDO,0,0,0,0,0,No,Active,3 Star,0,,,,2,2,2,4,2,1,1,4,08/18/2015,,7:30 AM,5:00 PM,"36 Chrisemily Lane
Milton, Vermont 05468
(44.630062, -73.134354)",,,
3064,170043,"Blanchette-Lucia, Penny",66296,07/26/2015,08/06/2016,Registered Home,Registered,7898 Rte 2A,0,St. George,05495,(802) 482-3849,Penny711@gmavt.net,Chittenden,BDO,0,0,0,0,0,Yes,Active,3 Star,1,,,,2,2,1,4,2,1,1,3,09/19/2015,,7:00 AM,4:30 PM,"7898 Rte 2A
St. George, Vermont 05495
(44.377989, -73.126465)",,,
3650,2607,Lamoille South Early Childhood Program @ Stowe,1595,10/18/2015,10/15/2016,Licensed Provider,Licensed - Early Childhood,254 Park Street,0,Stowe,05661,(802) 253-4154,linda.berger@lssuvt.org,Lamoille,VDO,15,0,0,15,0,Yes,Inactive,5 Star,0,,,,0,0,15,0,0,0,0,0,10/08/2015,,8:00 AM,2:30 PM,"254 Park Street
Stowe, Vermont 05661
(44.462066, -72.685003)",Prequalified PreK Program - Public School,03/24/2015 12:00:00 AM,03/24/2018 12:00:00 AM
11127,11458,"Hammond, Marta",12361,05/17/2015,05/14/2016,Registered Home,Registered,179 Sandra Circle,0,Burlington,05408,(802) 864-9667,martah@netzero.com,Chittenden,BDO,0,0,0,0,0,No,Active,2 Star,0,,,,2,2,2,4,2,1,1,2,10/22/2015,,8:00 AM,5:00 PM,"179 Sandra Circle
Burlington, Vermont 05408
(44.519608, -73.249416)",,,
2520,1788,Central Vermont Head Start/Connecticut Valley,883,02/22/2015,02/20/2016,Licensed Provider,Licensed - Early Childhood,3344 Route 302,0,Newbury,05081,(802) 429-2053,bburroughs@cvcac.org,Orange,JDO,22,0,0,22,0,Yes,Active,5 Star,1,NAEYC,05/01/2014,05/01/2019,0,0,16,0,0,0,3,0,09/15/2015,,7:30 AM,5:00 PM,"3344 Route 302
Newbury, Vermont 05081
(44.1661, -72.095787)",,,
145202,93598,"Mott, Sonia",46152,04/05/2015,04/02/2016,Registered Home,Registered,179 Raymond Lane,0,Hyde Park,05655,(802) 730-6994,soniamott01@comcast.net,Lamoille,VDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,2,2,4,2,2,1,4,11/09/2015,,7:00 AM,5:30 PM,"179 Raymond Lane
Hyde Park, Vermont 05655
(44.653184, -72.60553)",,,
229310,156414,IMAGINE,63554,02/22/2015,02/20/2016,Licensed Provider,Licensed - School Age,195 Central School Drive,0,Williston,05495,(802) 343-9344,johara@cssu.org,Chittenden,BDO,59,0,0,0,59,No,Inactive,,0,,,,0,0,0,59,0,0,0,0,07/10/2015,,2:45 PM,6:00 PM,"195 Central School Drive
Williston, Vermont 05495
(44.440107, -73.073492)",,,
219987,148984,Wildflowers Playschool,61795,09/20/2015,09/17/2016,Licensed Provider,Licensed - Early Childhood,10 Christian Square,0,Putney,05346,(802) 380-1798,wildflowersplayschool@gmail.com,Windham,LDO,12,0,4,8,0,No,Active,,0,,,,0,0,10,0,0,0,0,0,11/16/2015,,8:30 AM,2:30 PM,"10 Christian Square
Putney, Vermont 05346
(42.974274, -72.520853)",,,
17270,105903,"Armell, Heather",46574,04/19/2015,05/28/2016,Registered Home,Registered,901 Covered Bridge Road,0,Ferrisburgh,05473,(802) 425-4863,littletykes2007@yahoo.com,Addison,YDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,0,4,0,2,0,0,0,10/26/2015,,7:15 AM,5:00 PM,"901 Covered Bridge Road
Ferrisburgh, Vermont 05473
(44.25552, -73.180188)",,,
141854,91173,"De La Cruz, Kirsten",41809,05/17/2015,05/14/2016,Registered Home,Registered,860 Panton Road,0,Panton,05491,(802) 349-7152,klh@gmavt.net,Addison,YDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,0,4,4,2,0,1,1,10/28/2015,,7:30 AM,5:00 PM,"860 Panton Road
Panton, Vermont 05491
(44.160364, -73.276471)",,,
56008,173630,"Priddy, Tina",67414,09/20/2015,09/17/2016,Registered Home,Registered,16 Maplewood Ave,0,Barre City,05641,(802) 479-7278,tinapriddy23@gmail.com,Washington ,MDO,0,0,0,0,0,No,Active,,0,,,,2,2,2,4,2,0,0,0,01/03/0001,,,,"16 Maplewood Ave
Barre City, Vermont 05641
(44.203124, -72.498878)",,,
2287,1632,"Meetinghouse School, Inc.",200,01/11/2015,01/09/2016,Licensed Provider,Licensed - Early Childhood,524 South Road,Marlboro Meetinghouse Church,Marlboro,05344,(802) 257-0801,luvlyluna2008@gmail.com,Windham,LDO,20,0,0,20,0,Yes,Active,4 Star,0,,,,0,0,20,0,0,0,5,0,12/10/2015,,8:30 AM,12:30 PM,"524 South Road
Marlboro, Vermont 05344
(43.206776, -72.882426)",Prequalified PreK Program - Privately Operated,02/23/2015 12:00:00 AM,02/23/2018 12:00:00 AM
154236,100449,"Blooming Minds Enrichment Center, LLC",45612,03/22/2015,03/19/2016,Licensed Provider,Licensed - Early Childhood,1 Lemnah Drive,0,St Albans,05478,(802) 527-7050,bloomingmindsec@yahoo.com,Franklin,ADO,71,0,0,50,21,Yes,Inactive,4 Star,0,,,,0,0,70,0,0,0,0,0,12/30/2015,,6:45 AM,5:30 PM,"1 Lemnah Drive
St Albans, Vermont 05478
(44.806379, -73.089031)",Prequalified PreK Program - Privately Operated,11/23/2015 12:00:00 AM,11/23/2018 12:00:00 AM
71924,36574,"Gadapee, Wendy",21888,07/12/2015,07/09/2016,Registered Home,Registered,336 Crystal Avenue,0,Danville,05828,(802) 274-0190,roadncandle@kingcon.com,Caledonia,JDO,0,0,0,0,0,Yes,Active,4 Star,0,,,,2,2,2,4,2,2,2,0,12/24/2015,,7:30 AM,4:30 PM,"336 Crystal Avenue
Danville, Vermont 05828
(44.4182, -72.148379)",,,
191219,125032,"Bedard, Tina",55314,07/12/2015,07/09/2016,Registered Home,Registered,313 US RT 302,0,Orange,05649,(802) 461-4461,cinderella.2much@yahoo.com,Orange,MDO,0,0,0,0,0,Yes,Active,,0,,,,2,2,2,4,2,0,0,1,12/14/2015,,6:30 AM,5:30 PM,"313 US RT 302
Orange, Vermont 05649
(44.200511, -72.505459)",,,
168634,174362,"Laslow, Jenna",68296,11/01/2015,11/12/2016,Registered Home,Registered,233 Victoria Drive,0,Rutland Town,05701,(518) 586-6323,jennalaslow@gmail.com,Rutland,RDO,0,0,0,0,0,No,Active,1 Star,0,,,,2,2,2,4,2,1,2,3,11/12/2015,,7:00 AM,5:00 PM,"233 Victoria Drive
Rutland Town, Vermont 05701
(43.605303, -72.939775)",,,
162785,106253,Frog & Toad Child Care & Learning Center,50674,05/31/2015,05/28/2016,Licensed Provider,Licensed - Early Childhood,130 Gosse Court,0,Burlington,05408,(802) 864-7150,tbergeronmonkey@yahoo.com,Chittenden,BDO,31,6,10,15,0,Yes,Inactive,4 Star,0,,,,6,10,15,0,6,1,0,0,09/18/2015,,7:30 AM,5:30 PM,"130 Gosse Court
Burlington, Vermont 05408
(44.513137, -73.246272)",Prequalified PreK Program - Privately Operated,04/18/2015 12:00:00 AM,04/18/2018 12:00:00 AM
229921,157091,Allstar Childcare Center @Wallingford Elementary,66798,08/23/2015,09/03/2016,Licensed Provider,Licensed - Early Childhood,126 School Street,0,Wallingford,05773,(802) 446-2357,sara@allstarchildcare.comcastbiz.net,Rutland,RDO,28,0,0,25,3,No,Inactive,,0,,,,0,0,25,3,0,0,0,0,01/03/0001,,,,"126 School Street
Wallingford, Vermont 05773
(43.47132, -72.974814)",,,
3471,2476,Waterford School,1517,11/29/2015,11/26/2016,Licensed Provider,Licensed - Early Childhood,276 Duck Pond Road,0,Waterford,05819,(802) 748-9393,wstein@ecsuvt.org,Caledonia,JDO,15,0,0,15,0,Yes,Active,4 Star,1,,,,0,0,15,0,0,0,0,0,01/03/0001,,8:30 AM,11:00 AM,"276 Duck Pond Road
Waterford, Vermont 05819
(44.402154, -71.926384)",Prequalified PreK Program - Public School,06/19/2015 12:00:00 AM,06/19/2018 12:00:00 AM
2407,1710,"Nadeau, Elizabeth",A88-299,07/12/2015,07/09/2016,Registered Home,Registered,179 Blake Street,0,Newport,05855,(802) 334-5472,eacnad@yahoo.com,Orleans,NDO,0,0,0,0,0,Yes,Inactive,2 Star,0,,,,2,2,2,4,2,1,2,4,12/24/2015,,7:00 AM,5:00 PM,"179 Blake Street
Newport, Vermont 05855
(44.947419, -72.196216)",,,
3519,2510,Highgate Laboratory Preschool,1540,01/10/2016,01/07/2017,Licensed Provider,Licensed - Early Childhood,219 Gore Road,Highgate Elementary School (Route 207),Highgate,05488,(802) 868-4259,brichey@fnwsu.org,Franklin,ADO,17,0,0,17,0,Yes,Active,4 Star,0,,,,0,0,30,0,0,0,0,0,12/30/2015,,8:00 AM,2:30 PM,"219 Gore Road
Highgate, Vermont 05488
(44.941407, -73.042291)",Prequalified PreK Program - Public School,03/12/2015 12:00:00 AM,03/12/2018 12:00:00 AM
149504,96550,"Beaudin, Teresa ",44729,11/15/2014,11/12/2016,Registered Home,Registered,318 Camp Street,0,Barre Town,05641,(802) 522-5471,deibud3@charter.net,Washington ,MDO,0,0,0,0,0,No,Active,1 Star,0,,,,2,6,2,4,2,0,0,0,09/25/2015,,,,"318 Camp Street
Barre Town, Vermont 05641
(44.204678, -72.48333)",,,
193185,126583,"Badeau, Amber",55459,07/26/2015,07/23/2016,Registered Home,Registered,1005 Crosstown Road,0,Berlin,05602,(802) 595-1776,ambadeau0411@gmail.com,Washington ,MDO,0,0,0,0,0,No,Active,,0,,,,2,2,2,4,2,1,0,0,08/04/2015,,,,"1005 Crosstown Road
Berlin, Vermont 05602
(44.212685, -72.59439)",,,
195748,171422,"Bullis, Christina",66862,08/23/2015,08/20/2016,Registered Home,Registered,526 Swamp Road ,0,Fairfield,05455,(802) 324-2062,catch__25@hotmail.com,Franklin,ADO,0,0,0,0,0,No,Active,,0,,,,1,1,1,3,1,1,1,2,12/30/2015,,6:30 AM,5:30 PM,"526 Swamp Road
Fairfield, Vermont 05455
(44.78042, -73.015236)",,,
3134,2229,"Nicklaw, Cheryl",V98-109,05/03/2015,05/14/2016,Registered Home,Registered,301 Cram Road,0,Leicester,05733,(802) 247-3234,tct5893@comcast.net,Addison,YDO,0,0,0,0,0,Yes,Inactive,1 Star,0,,,,2,0,4,4,2,0,0,0,10/19/2015,,7:00 AM,4:30 PM,"301 Cram Road
Leicester, Vermont 05733
(43.850277, -73.112281)",,,
2918,2070,"Vaillancourt, Stacey",A96-069,03/22/2015,03/19/2016,Registered Home,Registered,77 North Street,0,Rutland,05701,(802) 353-0069,svallancourt@myfairpoint.net,Rutland,RDO,0,0,0,0,0,Yes,Active,1 Star,0,,,,2,2,2,4,2,0,0,0,12/18/2015,,8:00 AM,4:00 PM,"77 North Street
Rutland, Vermont 05701
(43.61755, -72.981923)",,,
148731,105547,"Hogle, Christina",46703,05/31/2015,05/28/2016,Registered Home,Registered,140 Rock Maple Road,0,Franklin,05457,(802) 285-6189,christina62779@yahoo.com ,Franklin,ADO,0,0,0,0,0,Yes,Active,Not Rated,0,,,,2,2,2,4,2,2,0,0,12/30/2015,,6:30 AM,5:00 PM,"140 Rock Maple Road
Franklin, Vermont 05457
(45.000242, -72.855111)",,,
34752,16043,"Minor, Wilhelmina",14291,10/04/2015,10/01/2016,Registered Home,Registered,247 Crosby Drive,0,St Albans,05478,(802) 524-3095,wilhelmiminor@comcast.net,Franklin,ADO,0,0,0,0,0,No,Active,2 Star,0,,,,2,2,2,4,2,0,0,0,12/30/2015,,6:30 AM,6:00 PM,"247 Crosby Drive
St Albans, Vermont 05478
(44.801304, -73.094381)",,,
58108,148204,"Schaefer, Grace",62854,05/03/2015,05/14/2016,Registered Home,Registered,93 Twitchill Hill Road,0,Shaftsbury,05262,(802) 375-4995,gmsnetzero.com@netzero.net,Bennington,TDO,0,0,0,0,0,Yes,Active,,0,,,,0,0,3,5,0,0,0,0,10/30/2015,,6:30 AM,5:30 PM,"93 Twitchill Hill Road
Shaftsbury, Vermont 05262
(42.944801, -73.22323)",,,
91245,47180,Malletts Bay School,29282,10/04/2015,10/01/2016,Licensed Provider,Licensed - Early Childhood,609 Blakely Road,0,Colchester,05446,(802) 264-5900,smithn@csdvt.org,Chittenden,BDO,30,0,0,30,0,No,Inactive,5 Star,0,,,,0,0,30,0,0,0,0,0,09/01/2015,,8:30 AM,3:00 PM,"609 Blakely Road
Colchester, Vermont 05446
(44.538171, -73.208704)",Prequalified PreK Program - Public School,05/04/2015 12:00:00 AM,05/04/2018 12:00:00 AM
173050,112554,Putney Central School ,49494,11/15/2015,11/12/2016,Licensed Provider,Licensed - Early Childhood,182 Westminster Road,0,Putney,05346,(802) 387-5521,vkosednar@wsesu.org,Windham,LDO,16,0,0,16,0,No,Inactive,4 Star,0,,,,0,0,16,0,0,0,2,0,11/16/2015,,7:45 AM,2:45 PM,"182 Westminster Road
Putney, Vermont 05346
(42.985865, -72.528975)",Prequalified PreK Program - Public School,06/09/2015 12:00:00 AM,06/09/2018 12:00:00 AM
3576,2551,"Swahn, Dawna",M01-084,04/05/2015,04/02/2016,Registered Home,Registered,152 Killington Avenue,0,Rutland,05701,(802) 558-4794,ddswahn@comcast.net,Rutland,RDO,0,0,0,0,0,No,Active,2 Star,0,,,,2,2,2,4,2,1,0,0,11/02/2015,,7:30 AM,5:15 PM,"152 Killington Avenue
Rutland, Vermont 05701
(43.607439, -72.957305)",,,
3308,2364,The Y ASPIRE  @ Oak Grove School,1430,12/13/2015,12/10/2016,Licensed Provider,Licensed - School Age,15 Moreland Avenue,Oak Grove School ,Brattleboro,05301,(802) 463-4769,sue@meetingwatersymca.org,Windham,LDO,34,0,0,0,34,Yes,Active,4 Star,0,,,,0,0,0,22,0,0,0,3,12/10/2015,,2:45 PM,6:00 PM,"15 Moreland Avenue
Brattleboro, Vermont 05301
(42.840179, -72.557508)",,,
88278,44751,Orleans Out of School Time Program,29120,07/26/2015,07/23/2016,Licensed Provider,Licensed - School Age,53 School Street,Orleans Elementary School,Barton,05860,(802) 754-6650,deannagonyaw@gmail.com,Orleans,NDO,50,0,0,0,50,No,Inactive,3 Star,0,,,,0,0,0,50,0,0,0,32,09/25/2015,,7:30 AM,5:00 PM,"53 School Street
Barton, Vermont 05860
(44.70635, -72.188333)",,,
